win,lose,probability
Milwaukee Bucks,Minnesota Timberwolves,0.5095623122660378
New Orleans Pelicans,New York Knicks,0.5012216791209272
San Antonio Spurs,Portland Trail Blazers,0.7101029455084655
Washington Wizards,Brooklyn Nets,0.8909116550009821
Chicago Bulls,Milwaukee Bucks,0.7894693480163075
Cleveland Cavaliers,Charlotte Hornets,0.7160425450298966
Houston Rockets,New York Knicks,0.6766728928696729
Oklahoma City Thunder,Los Angeles Clippers,0.5421367811654568
Memphis Grizzlies,Sacramento Kings,0.5663289377906328
Utah Jazz,Phoenix Suns,0.8248728002433476
San Antonio Spurs,Atlanta Hawks,0.7098265308386971
Indiana Pacers,Orlando Magic,0.6561956216781646
Toronto Raptors,Los Angeles Lakers,0.9610844260427615
Miami Heat,Detroit Pistons,0.6036393505691257
Portland Trail Blazers,Minnesota Timberwolves,0.779987619658086
Utah Jazz,Brooklyn Nets,0.8497726770121066
Charlotte Hornets,Chicago Bulls,0.5117169403688698
Cleveland Cavaliers,New Orleans Pelicans,0.8979373715728582
Golden State Warriors,Denver Nuggets,0.8997725460810595
Washington Wizards,Houston Rockets,0.5329831831317602
Los Angeles Clippers,Phoenix Suns,0.9068419839866092
Oklahoma City Thunder,Milwaukee Bucks,0.8547783173078576
Orlando Magic,New York Knicks,0.563007771504414
Boston Celtics,Utah Jazz,0.6550730945772862
Washington Wizards,Dallas Mavericks,0.5201489743695773
Sacramento Kings,Denver Nuggets,0.5050637004420028
Indiana Pacers,Detroit Pistons,0.5141007352577592
Memphis Grizzlies,Los Angeles Lakers,0.8786325257905038
Minnesota Timberwolves,Philadelphia 76ers,0.8902507361457151
Miami Heat,Phoenix Suns,0.8812875120142728
San Antonio Spurs,Toronto Raptors,0.5571123564816084
Oklahoma City Thunder,Charlotte Hornets,0.6331465583233352
Cleveland Cavaliers,Chicago Bulls,0.6910713299625003
Golden State Warriors,Portland Trail Blazers,0.766142833306475
Los Angeles Clippers,Memphis Grizzlies,0.7152922777619325
New York Knicks,Milwaukee Bucks,0.547791976150796
Atlanta Hawks,Orlando Magic,0.7017230758221253
Miami Heat,Sacramento Kings,0.7494390198817451
Dallas Mavericks,Phoenix Suns,0.8275196701976723
San Antonio Spurs,Denver Nuggets,0.8723253681284965
Charlotte Hornets,Detroit Pistons,0.5815811445221855
Oklahoma City Thunder,Houston Rockets,0.7418490456459895
Indiana Pacers,Brooklyn Nets,0.901637589152867
Atlanta Hawks,New Orleans Pelicans,0.7810240252060623
Portland Trail Blazers,Los Angeles Lakers,0.9523319727735929
Toronto Raptors,Utah Jazz,0.7303244890502393
Boston Celtics,Philadelphia 76ers,0.9835197558500162
Cleveland Cavaliers,Brooklyn Nets,0.9595672429788519
Golden State Warriors,Memphis Grizzlies,0.8516180876526994
Miami Heat,Los Angeles Lakers,0.9431215004657739
Milwaukee Bucks,New York Knicks,0.5053857901253468
Houston Rockets,Orlando Magic,0.5709763316938588
Los Angeles Clippers,Sacramento Kings,0.7757366825079012
Washington Wizards,Minnesota Timberwolves,0.7576577099916068
Boston Celtics,New Orleans Pelicans,0.8160534016431891
Toronto Raptors,Chicago Bulls,0.6392346413058586
Atlanta Hawks,Dallas Mavericks,0.6192867916461217
Indiana Pacers,New York Knicks,0.7312884623646986
Utah Jazz,Minnesota Timberwolves,0.7043042403769374
Oklahoma City Thunder,Denver Nuggets,0.8306727210223722
San Antonio Spurs,Charlotte Hornets,0.6801841694968997
Brooklyn Nets,Philadelphia 76ers,0.8474503124611469
Los Angeles Clippers,Miami Heat,0.5231070882061533
Orlando Magic,Los Angeles Lakers,0.8529621938717189
Utah Jazz,Memphis Grizzlies,0.5261896787385838
Washington Wizards,Milwaukee Bucks,0.7003791668155761
Cleveland Cavaliers,Phoenix Suns,0.9411961460832518
Portland Trail Blazers,Detroit Pistons,0.5924408844601845
Golden State Warriors,Sacramento Kings,0.8959428363353519
Toronto Raptors,Houston Rockets,0.7366632550417536
Oklahoma City Thunder,Chicago Bulls,0.6370869528555203
Dallas Mavericks,Minnesota Timberwolves,0.7088237306060748
New York Knicks,New Orleans Pelicans,0.5524433795990804
Atlanta Hawks,Brooklyn Nets,0.9063679272235354
Golden State Warriors,Miami Heat,0.7147597879771782
Charlotte Hornets,Houston Rockets,0.6317507072937938
Portland Trail Blazers,Los Angeles Lakers,0.9269147124439628
Detroit Pistons,Sacramento Kings,0.6545958777496567
San Antonio Spurs,Milwaukee Bucks,0.8931400587654756
Toronto Raptors,Boston Celtics,0.5769278031644484
Cleveland Cavaliers,Utah Jazz,0.8024574696314826
Chicago Bulls,Washington Wizards,0.5925545167030071
Boston Celtics,Washington Wizards,0.6248167310430618
Los Angeles Clippers,Orlando Magic,0.758183536349549
Houston Rockets,Minnesota Timberwolves,0.6975064042846555
Oklahoma City Thunder,Memphis Grizzlies,0.7582394293379954
New York Knicks,Philadelphia 76ers,0.9127339185295376
Cleveland Cavaliers,Portland Trail Blazers,0.7006760680926486
New Orleans Pelicans,Brooklyn Nets,0.7077330199853359
Indiana Pacers,Denver Nuggets,0.6884232406882624
Golden State Warriors,Detroit Pistons,0.7981762289426804
Chicago Bulls,New York Knicks,0.7611206303801771
Dallas Mavericks,Phoenix Suns,0.7958766932714343
San Antonio Spurs,Los Angeles Lakers,0.9759845222901922
Boston Celtics,Atlanta Hawks,0.5462639364902259
Houston Rockets,Memphis Grizzlies,0.5404667190399624
Miami Heat,Milwaukee Bucks,0.7995511898189261
Oklahoma City Thunder,Minnesota Timberwolves,0.8724421708142351
Charlotte Hornets,Philadelphia 76ers,0.9740613645836917
Portland Trail Blazers,Orlando Magic,0.724720210315898
Cleveland Cavaliers,Sacramento Kings,0.8657494104597998
Toronto Raptors,Brooklyn Nets,0.9502602469603518
Detroit Pistons,Utah Jazz,0.5441696956833931
Chicago Bulls,New Orleans Pelicans,0.7925761552725731
Los Angeles Clippers,Los Angeles Lakers,0.9596664287902957
San Antonio Spurs,Phoenix Suns,0.9390017190695458
Utah Jazz,Orlando Magic,0.6027153550920935
Washington Wizards,Philadelphia 76ers,0.9732468726696162
Atlanta Hawks,Milwaukee Bucks,0.7908628088248675
Houston Rockets,Brooklyn Nets,0.8455858594935617
Dallas Mavericks,Minnesota Timberwolves,0.7396569347492514
Detroit Pistons,Los Angeles Lakers,0.9130897379285593
Chicago Bulls,Memphis Grizzlies,0.6515400867025952
Oklahoma City Thunder,Sacramento Kings,0.8152832021914268
Toronto Raptors,New York Knicks,0.8501205723154787
Boston Celtics,Charlotte Hornets,0.5255860383740414
Orlando Magic,Denver Nuggets,0.5354735403808146
Golden State Warriors,Cleveland Cavaliers,0.5375168792069913
Indiana Pacers,New Orleans Pelicans,0.7521872794508276
Oklahoma City Thunder,Los Angeles Clippers,0.5736098877434312
Milwaukee Bucks,Philadelphia 76ers,0.9387639252156122
Atlanta Hawks,New York Knicks,0.7640701730479645
Utah Jazz,Phoenix Suns,0.7923124916009514
Portland Trail Blazers,Washington Wizards,0.5624938857231951
Toronto Raptors,Brooklyn Nets,0.942511727208454
Chicago Bulls,Dallas Mavericks,0.6154560866580279
Denver Nuggets,Los Angeles Lakers,0.8223269061547915
Miami Heat,Houston Rockets,0.6598259304134543
San Antonio Spurs,Minnesota Timberwolves,0.9077991853270132
Boston Celtics,New York Knicks,0.7991020859064842
Charlotte Hornets,Portland Trail Blazers,0.527819445169664
Atlanta Hawks,Detroit Pistons,0.5811606903321623
Golden State Warriors,Oklahoma City Thunder,0.6293724982898594
Houston Rockets,Milwaukee Bucks,0.6961162325804968
Orlando Magic,New Orleans Pelicans,0.5865925275772896
Toronto Raptors,Philadelphia 76ers,0.984494113692504
Indiana Pacers,Sacramento Kings,0.667299335309421
Washington Wizards,Memphis Grizzlies,0.5767390604261247
Cleveland Cavaliers,Phoenix Suns,0.9449823592668554
Los Angeles Clippers,Minnesota Timberwolves,0.8521680539206655
Miami Heat,Dallas Mavericks,0.647551116315745
Washington Wizards,New York Knicks,0.6833570436007417
San Antonio Spurs,Denver Nuggets,0.8703352096845467
Chicago Bulls,Atlanta Hawks,0.5051129249708403
Toronto Raptors,Charlotte Hornets,0.6353042169472951
Dallas Mavericks,Utah Jazz,0.5126800251604096
Golden State Warriors,Houston Rockets,0.8486209641999909
Indiana Pacers,Los Angeles Lakers,0.9174845829735596
Memphis Grizzlies,Sacramento Kings,0.5990520524789519
New Orleans Pelicans,Brooklyn Nets,0.7719352529491742
Orlando Magic,Milwaukee Bucks,0.6251257061900484
Portland Trail Blazers,Philadelphia 76ers,0.9702427920043577
Atlanta Hawks,Philadelphia 76ers,0.9810732289037766
Boston Celtics,Portland Trail Blazers,0.5606251072062816
Chicago Bulls,Sacramento Kings,0.7307588144329923
Charlotte Hornets,Brooklyn Nets,0.9214902673829195
San Antonio Spurs,Cleveland Cavaliers,0.5172323357772994
Los Angeles Clippers,Denver Nuggets,0.7921204774767783
Detroit Pistons,Washington Wizards,0.5195756383094892
Houston Rockets,Memphis Grizzlies,0.5180988219443518
Miami Heat,Milwaukee Bucks,0.8114892764879544
New York Knicks,Phoenix Suns,0.7067282530994591
Indiana Pacers,Utah Jazz,0.5581933628238728
Dallas Mavericks,Los Angeles Lakers,0.9214258982527164
Denver Nuggets,Minnesota Timberwolves,0.5640345359766805
Golden State Warriors,Orlando Magic,0.885069149681041
Toronto Raptors,Phoenix Suns,0.9250958609548294
Los Angeles Clippers,Atlanta Hawks,0.577036372901161
San Antonio Spurs,Brooklyn Nets,0.9580278112405776
Charlotte Hornets,Washington Wizards,0.5933272197891031
Detroit Pistons,Sacramento Kings,0.6717442599526066
Indiana Pacers,New York Knicks,0.7312884623646986
Golden State Warriors,Miami Heat,0.7489426210736092
Houston Rockets,Milwaukee Bucks,0.6649218613298971
Cleveland Cavaliers,New Orleans Pelicans,0.8973769711006052
Oklahoma City Thunder,Utah Jazz,0.7354688716598141
Utah Jazz,Denver Nuggets,0.6286960827878989
Chicago Bulls,Orlando Magic,0.698301854331631
Los Angeles Clippers,Philadelphia 76ers,0.9801185775615237
Minnesota Timberwolves,Phoenix Suns,0.585517673321699
San Antonio Spurs,Toronto Raptors,0.5983947047949718
Boston Celtics,Washington Wizards,0.6317356281926498
Boston Celtics,Houston Rockets,0.6623629226725783
Miami Heat,Brooklyn Nets,0.9167187566263238
Atlanta Hawks,Chicago Bulls,0.5112852760515945
Golden State Warriors,Charlotte Hornets,0.7709995817290831
Cleveland Cavaliers,Sacramento Kings,0.8620551458337263
Dallas Mavericks,New York Knicks,0.6878331548105335
Toronto Raptors,Memphis Grizzlies,0.7629647240296994
Milwaukee Bucks,Philadelphia 76ers,0.9387639252156122
Oklahoma City Thunder,New Orleans Pelicans,0.8568338281481581
Portland Trail Blazers,Los Angeles Lakers,0.9523319727735929
Denver Nuggets,Phoenix Suns,0.7292442589127832
Indiana Pacers,Minnesota Timberwolves,0.7565782409929671
Oklahoma City Thunder,Dallas Mavericks,0.7227766735368462
Utah Jazz,Los Angeles Lakers,0.9200809316446873
Atlanta Hawks,Washington Wizards,0.5912506944278604
Boston Celtics,Orlando Magic,0.7361218841268216
Miami Heat,Chicago Bulls,0.5433046817470921
Cleveland Cavaliers,Brooklyn Nets,0.9637277407755275
Indiana Pacers,Sacramento Kings,0.6831451523037776
San Antonio Spurs,New Orleans Pelicans,0.8937319413972953
Charlotte Hornets,New York Knicks,0.7643814549868724
Houston Rockets,Philadelphia 76ers,0.9549691967975267
Portland Trail Blazers,Memphis Grizzlies,0.6784110776885836
Toronto Raptors,Milwaukee Bucks,0.8612719705702092
Charlotte Hornets,Sacramento Kings,0.7340910818080085
Golden State Warriors,Los Angeles Clippers,0.6842224836115934
Miami Heat,Detroit Pistons,0.6036393505691257
Boston Celtics,Milwaukee Bucks,0.8027907502381095
Minnesota Timberwolves,Brooklyn Nets,0.7475867196960155
Denver Nuggets,Phoenix Suns,0.6744967489220977
Utah Jazz,Memphis Grizzlies,0.5486638813913103
Atlanta Hawks,New York Knicks,0.7755267891101455
Chicago Bulls,Philadelphia 76ers,0.9809165405194291
Cleveland Cavaliers,Oklahoma City Thunder,0.5673988867869925
Indiana Pacers,Houston Rockets,0.5730533538210829
Washington Wizards,New Orleans Pelicans,0.7038629556167996
Golden State Warriors,Portland Trail Blazers,0.7576003411035547
San Antonio Spurs,Dallas Mavericks,0.7810507649012337
Toronto Raptors,Orlando Magic,0.7991136117234707
Boston Celtics,Detroit Pistons,0.6063453800698986
Cleveland Cavaliers,Dallas Mavericks,0.799519173639847
Miami Heat,Brooklyn Nets,0.9298085866758735
Orlando Magic,Minnesota Timberwolves,0.6185469305188062
Sacramento Kings,Philadelphia 76ers,0.9295887021343519
Memphis Grizzlies,Phoenix Suns,0.7642180172194752
Houston Rockets,Sacramento Kings,0.6237785535204675
Denver Nuggets,Los Angeles Lakers,0.8223269061547915
Portland Trail Blazers,Charlotte Hornets,0.5111288862098784
San Antonio Spurs,Oklahoma City Thunder,0.5594060167650237
Toronto Raptors,New Orleans Pelicans,0.8635023858530622
Washington Wizards,New York Knicks,0.7080025916022731
Toronto Raptors,Boston Celtics,0.6041372500117059
New York Knicks,Brooklyn Nets,0.7297869112114748
Cleveland Cavaliers,Minnesota Timberwolves,0.9104831846190563
Dallas Mavericks,Philadelphia 76ers,0.9706391342689742
Memphis Grizzlies,Denver Nuggets,0.5899240228402237
Detroit Pistons,New Orleans Pelicans,0.7423336266765395
Golden State Warriors,Charlotte Hornets,0.73988911497554
Miami Heat,Atlanta Hawks,0.5231927834187494
Oklahoma City Thunder,Chicago Bulls,0.6128041005883775
Indiana Pacers,Orlando Magic,0.6420779436189772
Los Angeles Clippers,Phoenix Suns,0.8956733592981682
Utah Jazz,Milwaukee Bucks,0.7030623406022768
Atlanta Hawks,Houston Rockets,0.6313487106512674
Golden State Warriors,Los Angeles Clippers,0.7240856802070477
San Antonio Spurs,Philadelphia 76ers,0.9913470129968904
Washington Wizards,Los Angeles Lakers,0.9280807338425
Boston Celtics,Los Angeles Lakers,0.95489307242289
Indiana Pacers,Brooklyn Nets,0.880686820659785
Denver Nuggets,Milwaukee Bucks,0.5751753288900534
Detroit Pistons,Minnesota Timberwolves,0.7690879445180465
Chicago Bulls,Houston Rockets,0.6275487285477082
Oklahoma City Thunder,Memphis Grizzlies,0.7582394293379954
Toronto Raptors,Orlando Magic,0.7993780283080427
Portland Trail Blazers,Dallas Mavericks,0.6368469172447742
Sacramento Kings,Phoenix Suns,0.7479208820108416
Atlanta Hawks,Orlando Magic,0.7078578365176649
Indiana Pacers,Detroit Pistons,0.5131103837303083
Miami Heat,Philadelphia 76ers,0.9833352097539868
Memphis Grizzlies,Minnesota Timberwolves,0.669274061645486
Cleveland Cavaliers,New York Knicks,0.8881413607641904
Milwaukee Bucks,Phoenix Suns,0.6246413943009549
Golden State Warriors,Sacramento Kings,0.8959428363353519
San Antonio Spurs,Denver Nuggets,0.8703352096845467
Charlotte Hornets,Utah Jazz,0.6240285108629475
Washington Wizards,New Orleans Pelicans,0.7300439004412854
Los Angeles Clippers,Boston Celtics,0.542326818373933
Toronto Raptors,Brooklyn Nets,0.942511727208454
Oklahoma City Thunder,Portland Trail Blazers,0.6416104226682957
Atlanta Hawks,Utah Jazz,0.6225788551847624
Dallas Mavericks,Denver Nuggets,0.6337702819381099
Detroit Pistons,Philadelphia 76ers,0.9748462856929889
Oklahoma City Thunder,Indiana Pacers,0.6884655143009415
San Antonio Spurs,Memphis Grizzlies,0.8175603095843319
Miami Heat,Minnesota Timberwolves,0.8225378956689771
New Orleans Pelicans,Phoenix Suns,0.686332330267296
New York Knicks,Los Angeles Lakers,0.8548647389352994
Chicago Bulls,Sacramento Kings,0.7212811720171284
Toronto Raptors,Los Angeles Clippers,0.5461536804330901
Cleveland Cavaliers,Washington Wizards,0.7837402753251494
Charlotte Hornets,Brooklyn Nets,0.9214902673829195
Portland Trail Blazers,Dallas Mavericks,0.5858859954440309
Houston Rockets,Orlando Magic,0.5947748366784774
Atlanta Hawks,Denver Nuggets,0.7522848449663362
Washington Wizards,Brooklyn Nets,0.8657845547947679
Detroit Pistons,Los Angeles Lakers,0.9321922372974693
Golden State Warriors,Chicago Bulls,0.7433420298316304
Cleveland Cavaliers,Indiana Pacers,0.7635299617932805
Memphis Grizzlies,Phoenix Suns,0.80417004217098
Miami Heat,Milwaukee Bucks,0.7995511898189261
Toronto Raptors,Minnesota Timberwolves,0.8734736615487435
Utah Jazz,New Orleans Pelicans,0.6757680610546777
Los Angeles Clippers,New York Knicks,0.8098444650221484
San Antonio Spurs,Philadelphia 76ers,0.9888136366649698
Boston Celtics,Sacramento Kings,0.7532385177114962
Charlotte Hornets,Houston Rockets,0.6321695326035864
Dallas Mavericks,Utah Jazz,0.5126800251604096
Cleveland Cavaliers,Oklahoma City Thunder,0.6115773254045349
Orlando Magic,Philadelphia 76ers,0.9580851979346083
Boston Celtics,Portland Trail Blazers,0.5256254418346473
Miami Heat,Brooklyn Nets,0.9167187566263238
San Antonio Spurs,Detroit Pistons,0.7659060885723978
Golden State Warriors,Memphis Grizzlies,0.8615145158921451
Milwaukee Bucks,Los Angeles Lakers,0.8446728305589257
New Orleans Pelicans,Minnesota Timberwolves,0.5048646782179209
Denver Nuggets,New York Knicks,0.5068858734837679
Chicago Bulls,Phoenix Suns,0.8652832328413445
Atlanta Hawks,Sacramento Kings,0.724544601435554
Indiana Pacers,Washington Wizards,0.5298907490585493
Los Angeles Clippers,Charlotte Hornets,0.5749362573529286
Cleveland Cavaliers,Denver Nuggets,0.8739583780954384
Dallas Mavericks,Orlando Magic,0.6071206752624174
Houston Rockets,Phoenix Suns,0.820046806703946
Indiana Pacers,Milwaukee Bucks,0.7486673589689075
Golden State Warriors,Oklahoma City Thunder,0.677650677622583
Miami Heat,Philadelphia 76ers,0.9770790941293963
Boston Celtics,Utah Jazz,0.6578656639129604
Chicago Bulls,Minnesota Timberwolves,0.8004070526829462
San Antonio Spurs,New York Knicks,0.8842106216270776
Sacramento Kings,New Orleans Pelicans,0.6031375445710607
Toronto Raptors,Detroit Pistons,0.6871504909194163
Memphis Grizzlies,Brooklyn Nets,0.8277612952272836
Charlotte Hornets,Philadelphia 76ers,0.9812322425071526
Boston Celtics,Dallas Mavericks,0.6537047917116929
Golden State Warriors,Denver Nuggets,0.9046245483251012
San Antonio Spurs,Indiana Pacers,0.7564212840725011
Miami Heat,Orlando Magic,0.7339164725957082
Detroit Pistons,Milwaukee Bucks,0.7165011914960531
New Orleans Pelicans,Phoenix Suns,0.6202245136669275
Portland Trail Blazers,Atlanta Hawks,0.5115605566993962
Los Angeles Clippers,Utah Jazz,0.6854278594003302
Oklahoma City Thunder,Washington Wizards,0.7126771267224901
Toronto Raptors,Chicago Bulls,0.6392346413058586
Sacramento Kings,Los Angeles Lakers,0.8370101166731324
Cleveland Cavaliers,Minnesota Timberwolves,0.9090344571137731
Boston Celtics,Philadelphia 76ers,0.9835197558500162
Milwaukee Bucks,Brooklyn Nets,0.7116053909454256
Cleveland Cavaliers,Indiana Pacers,0.7426834059575415
Denver Nuggets,Minnesota Timberwolves,0.6146327602062909
Detroit Pistons,Dallas Mavericks,0.5468408499652806
Golden State Warriors,Sacramento Kings,0.8900003371102703
Miami Heat,Houston Rockets,0.6607217407464382
Los Angeles Clippers,Atlanta Hawks,0.5550260401272377
Memphis Grizzlies,New Orleans Pelicans,0.6777750033927884
Oklahoma City Thunder,New York Knicks,0.8480454943092882
San Antonio Spurs,Orlando Magic,0.8472655998420817
Phoenix Suns,Los Angeles Lakers,0.7450203780699403
Toronto Raptors,Charlotte Hornets,0.6123708179228597
Portland Trail Blazers,Utah Jazz,0.5903510931270585
Boston Celtics,Chicago Bulls,0.5483462034600872
Indiana Pacers,Washington Wizards,0.5325841245991728
Cleveland Cavaliers,New York Knicks,0.8874916032546754
Charlotte Hornets,Detroit Pistons,0.5815811445221855
Golden State Warriors,Los Angeles Clippers,0.6842224836115934
Houston Rockets,New Orleans Pelicans,0.6686228607603721
Portland Trail Blazers,Orlando Magic,0.6717207992534668
Sacramento Kings,Denver Nuggets,0.5449935544283249
Miami Heat,Atlanta Hawks,0.5412186183505912
Chicago Bulls,Phoenix Suns,0.8817933146027033
Denver Nuggets,Brooklyn Nets,0.8064388903210803
Indiana Pacers,Memphis Grizzlies,0.6046474772818423
San Antonio Spurs,Los Angeles Clippers,0.6540292794347827
Utah Jazz,Milwaukee Bucks,0.6721077284976515
Dallas Mavericks,Minnesota Timberwolves,0.7088237306060748
Oklahoma City Thunder,Los Angeles Lakers,0.9674291610018662
Washington Wizards,Philadelphia 76ers,0.9615108921832193
Toronto Raptors,Boston Celtics,0.5769278031644484
Cleveland Cavaliers,Chicago Bulls,0.6910713299625003
Dallas Mavericks,New Orleans Pelicans,0.7107749989479794
Golden State Warriors,Brooklyn Nets,0.9717508172554723
Houston Rockets,Minnesota Timberwolves,0.7296211289357216
Miami Heat,Indiana Pacers,0.5899986536850724
New York Knicks,Philadelphia 76ers,0.9431971577007879
Atlanta Hawks,Orlando Magic,0.7017230758221253
Charlotte Hornets,Sacramento Kings,0.7248892558798583
Memphis Grizzlies,Denver Nuggets,0.5899240228402237
Boston Celtics,Detroit Pistons,0.6168931927164032
Los Angeles Clippers,Charlotte Hornets,0.5545993376641574
San Antonio Spurs,Los Angeles Lakers,0.9717380507689173
Milwaukee Bucks,Phoenix Suns,0.6899071331158851
Oklahoma City Thunder,New Orleans Pelicans,0.8615824127892977
Toronto Raptors,Portland Trail Blazers,0.6453255572896209
Washington Wizards,Utah Jazz,0.5365410628544129
Boston Celtics,Atlanta Hawks,0.5260167811402363
Cleveland Cavaliers,Milwaukee Bucks,0.8962019978603023
Miami Heat,Dallas Mavericks,0.6490867087791306
Indiana Pacers,Houston Rockets,0.5663280432961488
Toronto Raptors,New York Knicks,0.8457984085679777
Golden State Warriors,Philadelphia 76ers,0.9919166426590786
Sacramento Kings,Minnesota Timberwolves,0.6372829644858614
Chicago Bulls,Denver Nuggets,0.7507153638446336
Portland Trail Blazers,Detroit Pistons,0.5468624902888137
Charlotte Hornets,Los Angeles Lakers,0.9359261503233498
Memphis Grizzlies,Phoenix Suns,0.80417004217098
Oklahoma City Thunder,Utah Jazz,0.7271232156099612
Golden State Warriors,Washington Wizards,0.8287290427242642
Atlanta Hawks,Dallas Mavericks,0.617443193503143
Cleveland Cavaliers,Boston Celtics,0.6883911689096913
Los Angeles Clippers,Houston Rockets,0.687977345833381
Miami Heat,Philadelphia 76ers,0.9833352097539868
Denver Nuggets,Milwaukee Bucks,0.5268258765817909
Detroit Pistons,New Orleans Pelicans,0.7198725002167358
Orlando Magic,New York Knicks,0.6037258899553882
Sacramento Kings,Brooklyn Nets,0.8210969870512964
San Antonio Spurs,Indiana Pacers,0.7364247060409714
Toronto Raptors,Washington Wizards,0.7036831724817394
Utah Jazz,Minnesota Timberwolves,0.736091733897343
Golden State Warriors,Chicago Bulls,0.7739878447095994
Charlotte Hornets,Phoenix Suns,0.8673699552525098
Oklahoma City Thunder,Portland Trail Blazers,0.6157017291787609
Cleveland Cavaliers,Atlanta Hawks,0.7177877049454178
Dallas Mavericks,Memphis Grizzlies,0.553224271448844
Boston Celtics,Los Angeles Lakers,0.9442026694950173
Los Angeles Clippers,Milwaukee Bucks,0.8218396441299014
San Antonio Spurs,New Orleans Pelicans,0.8937319413972953
Miami Heat,Orlando Magic,0.7279054498551265
New York Knicks,Philadelphia 76ers,0.9127339185295376
Oklahoma City Thunder,Phoenix Suns,0.9163508845220121
Utah Jazz,Brooklyn Nets,0.8793150508934902
Toronto Raptors,Washington Wizards,0.7145778906141297
Los Angeles Clippers,Chicago Bulls,0.5790862344704122
Charlotte Hornets,Denver Nuggets,0.7437607296214882
Houston Rockets,Memphis Grizzlies,0.5404667190399624
Cleveland Cavaliers,Miami Heat,0.6908149500818233
Toronto Raptors,Milwaukee Bucks,0.8559290584298529
Detroit Pistons,Philadelphia 76ers,0.9642981673337278
Portland Trail Blazers,Brooklyn Nets,0.9267065337790376
San Antonio Spurs,Minnesota Timberwolves,0.9077991853270132
Atlanta Hawks,Indiana Pacers,0.5583276335033682
Oklahoma City Thunder,Dallas Mavericks,0.7318671092483213
New Orleans Pelicans,Los Angeles Lakers,0.7848402763150137
Golden State Warriors,New York Knicks,0.9138001796214639
Boston Celtics,Phoenix Suns,0.8833987316670501
Utah Jazz,Sacramento Kings,0.6058413114662586
Washington Wizards,Orlando Magic,0.6296975232182711
Golden State Warriors,Atlanta Hawks,0.7725142890900054
Charlotte Hornets,Indiana Pacers,0.5604470717719969
Cleveland Cavaliers,Miami Heat,0.6593357623446853
Sacramento Kings,Denver Nuggets,0.5050637004420028
Chicago Bulls,Detroit Pistons,0.5771898315103976
Los Angeles Clippers,Boston Celtics,0.5180314631273103
Memphis Grizzlies,Brooklyn Nets,0.8639869965601409
Orlando Magic,New York Knicks,0.6037258899553882
Milwaukee Bucks,Philadelphia 76ers,0.9052641800957995
San Antonio Spurs,Houston Rockets,0.7901826476359798
Utah Jazz,New Orleans Pelicans,0.7069709730834244
Dallas Mavericks,Los Angeles Lakers,0.9214258982527164
Oklahoma City Thunder,Portland Trail Blazers,0.6416104226682957
Washington Wizards,Phoenix Suns,0.8131017391398431
Atlanta Hawks,Brooklyn Nets,0.9208658997799831
Washington Wizards,Denver Nuggets,0.6588104334866425
Golden State Warriors,Boston Celtics,0.7105954525481719
Utah Jazz,Houston Rockets,0.5001885148749372
Indiana Pacers,Detroit Pistons,0.5131103837303083
Miami Heat,Charlotte Hornets,0.5227618026678986
Milwaukee Bucks,New York Knicks,0.5053857901253468
Los Angeles Clippers,Minnesota Timberwolves,0.8427730083288943
Toronto Raptors,New Orleans Pelicans,0.8579709877230175
Chicago Bulls,Orlando Magic,0.698301854331631
San Antonio Spurs,Sacramento Kings,0.8581453476410612
Cleveland Cavaliers,Detroit Pistons,0.7728210934430446
Los Angeles Clippers,Memphis Grizzlies,0.7142227913048024
San Antonio Spurs,Oklahoma City Thunder,0.6022801275866696
Phoenix Suns,Los Angeles Lakers,0.7450203780699403
Portland Trail Blazers,Philadelphia 76ers,0.9825543385344441
Toronto Raptors,Atlanta Hawks,0.6372942334113634
Chicago Bulls,Houston Rockets,0.6282069048222303
Charlotte Hornets,Orlando Magic,0.7096329001342546
Dallas Mavericks,Brooklyn Nets,0.8812575312157532
Boston Celtics,Denver Nuggets,0.7707802703014885
Indiana Pacers,Milwaukee Bucks,0.7278743578168295
Golden State Warriors,Minnesota Timberwolves,0.9302769292004157
Washington Wizards,Sacramento Kings,0.6367382574137845
Charlotte Hornets,New Orleans Pelicans,0.7953575940869617
Dallas Mavericks,Phoenix Suns,0.8275196701976723
Detroit Pistons,New York Knicks,0.7209121465381868
Los Angeles Clippers,Philadelphia 76ers,0.98531034931775
Atlanta Hawks,Memphis Grizzlies,0.6552297712585319
Toronto Raptors,Miami Heat,0.6068420942353383
Milwaukee Bucks,Minnesota Timberwolves,0.5684970389415142
Oklahoma City Thunder,Utah Jazz,0.7271232156099612
Cleveland Cavaliers,Orlando Magic,0.852240938654544
Portland Trail Blazers,Washington Wizards,0.6111462597802431
Sacramento Kings,Denver Nuggets,0.5449935544283249
Golden State Warriors,San Antonio Spurs,0.6057477577096133
Boston Celtics,Chicago Bulls,0.5300769554816861
New York Knicks,Brooklyn Nets,0.7297869112114748
Cleveland Cavaliers,Houston Rockets,0.8076445271308164
Miami Heat,Indiana Pacers,0.5996161782252624
Los Angeles Lakers,Philadelphia 76ers,0.7866822372784353
Portland Trail Blazers,Phoenix Suns,0.8502592936066536
Chicago Bulls,Charlotte Hornets,0.5029632991081738
Denver Nuggets,Los Angeles Lakers,0.8681296900888016
Memphis Grizzlies,Milwaukee Bucks,0.6736567011138468
